airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
3,669,3,4,0,5,2,1,9.25,45,2276
5,1535,5,1,0,0,3,0,5.08,40,60365
5,1544,2,5,0,4,4,0,13.0,4,85129
5,1557,2,0,0,2,1,0,7.08,7,57992
5,1540,5,0,0,5,0,1,8.67,40,6450
0,1238,3,5,2,5,0,1,1.08,19,1776
0,1162,4,4,0,2,3,1,8.08,47,4589
5,1499,0,2,0,4,2,0,15.08,13,57081
2,1089,2,2,0,1,1,1,14.67,21,4896
3,661,4,2,0,5,2,1,4.92,45,2994
1,860,5,1,0,0,4,0,6.5,33,49725
5,1454,4,4,1,0,3,1,25.83,24,8118
5,1501,0,4,0,3,2,0,14.67,38,54841
1,861,2,2,0,1,3,0,14.5,23,44405
5,1524,3,0,0,5,0,0,9.25,25,56702
3,137,4,1,0,0,3,1,7.67,19,6489
1,873,2,2,2,2,5,0,2.0,44,22152
5,1454,4,4,0,5,2,1,13.33,41,10243
5,1540,5,0,0,4,0,1,18.33,45,6450
0,1227,0,1,0,4,2,1,5.5,14,17621
5,1508,3,1,0,2,5,1,9.5,46,4660
5,1559,2,4,0,5,1,1,12.75,20,4979
5,1473,0,2,0,2,3,0,21.33,48,56588
3,436,1,5,0,1,4,1,9.17,19,3890
5,1515,3,5,0,2,4,1,21.5,33,5960
1,798,2,0,0,2,5,1,3.5,37,2476
1,745,0,2,0,4,4,0,15.17,46,60508
0,1208,2,1,0,5,4,1,13.08,6,5953
3,13,4,1,0,0,2,1,6.5,27,6356
5,1533,2,4,0,2,0,0,9.75,7,70345
1,842,4,0,2,2,1,0,2.42,42,20606
0,1177,4,1,0,2,0,1,12.33,41,3862
3,608,4,0,0,2,2,1,6.33,21,6489
5,1442,4,4,0,5,5,0,11.0,46,64831
0,1135,3,2,0,3,5,1,4.83,17,2250
3,670,1,0,0,5,5,1,6.17,39,4433
1,710,2,1,0,0,5,0,6.33,40,32646
0,1202,2,2,1,5,0,1,6.92,43,3090
5,1501,0,4,0,2,1,1,10.42,14,9241
1,873,2,2,0,2,0,0,24.5,38,42457
1,843,1,4,0,3,0,1,14.5,28,7189
1,716,1,4,0,2,4,0,9.25,33,55377
5,1474,2,0,1,5,1,0,8.83,26,76684
5,1560,5,2,0,4,1,0,15.42,45,76605
1,819,4,4,0,2,2,1,8.58,15,14364
2,1026,5,2,0,5,0,1,4.42,8,10011
1,761,1,2,0,4,4,1,16.0,32,5099
5,1475,0,2,0,0,3,1,18.75,41,6133
0,1134,3,2,0,3,2,1,9.58,42,2228
3,71,1,1,2,4,2,1,2.83,30,3093
1,862,0,5,0,4,3,0,14.92,23,56476
1,705,4,4,0,5,1,0,13.17,10,55983
3,221,5,2,2,2,2,1,2.08,22,2738
5,1522,3,0,0,4,2,0,19.17,4,43430
2,1061,5,1,0,2,0,1,12.17,38,7617
5,1492,1,5,0,4,0,0,13.75,34,60260
2,949,2,4,0,2,5,1,8.92,3,16859
1,778,4,2,0,4,5,0,14.33,39,45776
5,1459,4,0,0,5,5,1,7.5,45,6067
5,1535,5,1,0,5,1,1,15.25,29,4934
1,833,4,0,0,4,0,1,22.17,28,5135
1,842,4,2,0,2,2,1,24.92,33,4919
3,467,0,4,2,0,1,1,1.17,2,9693
1,828,3,5,0,4,0,0,12.92,33,38043
1,821,5,4,0,2,2,0,9.42,30,44610
4,1319,1,4,0,2,4,1,11.58,6,5041
2,1006,5,5,0,1,4,1,10.75,31,5817
3,431,0,4,2,4,1,1,1.08,21,1924
5,1467,0,4,0,2,3,1,10.17,31,6892
5,1533,2,4,0,5,1,1,13.58,40,4979
5,1454,4,4,0,5,2,0,12.0,34,84756
1,791,2,2,0,4,1,0,15.92,41,45257
1,722,1,1,0,2,5,1,13.08,44,7442
1,721,2,1,2,4,1,1,2.83,16,4023
4,1376,4,0,0,4,0,1,17.75,37,7466
5,1442,4,4,0,5,5,0,11.0,32,64831
5,1463,0,1,0,5,5,0,15.83,11,67004
1,863,5,4,0,2,3,0,9.33,31,45693
1,762,2,5,0,2,5,1,20.42,24,4433
5,1525,3,2,0,5,0,0,5.67,7,56702
1,838,0,3,0,0,5,1,9.75,15,13054
1,747,0,4,0,5,3,1,13.17,18,6200
5,1490,1,4,0,4,3,1,22.92,34,4086
2,987,2,4,1,5,4,1,11.5,11,5954
5,1522,3,0,0,3,2,0,11.25,27,51875
0,1228,0,4,0,2,2,1,7.0,33,2723
5,1444,4,5,0,5,1,0,23.83,11,55983
5,1524,3,0,0,5,4,0,9.33,28,51819
3,285,5,2,0,5,0,1,4.42,3,13325
3,202,1,2,0,5,3,1,5.08,2,4585
5,1442,4,4,0,5,5,1,11.33,5,18249
3,380,4,0,0,5,1,1,6.17,23,6489
1,777,5,1,2,1,1,1,1.92,49,1890
5,1502,5,0,0,5,2,0,5.58,37,53152
5,1485,3,4,1,5,0,1,12.33,33,6461
4,1388,5,2,2,5,2,1,2.42,23,2614
1,816,1,0,0,5,4,0,8.75,11,54481
1,841,2,2,2,2,4,1,2.25,42,2482
5,1477,1,4,0,2,2,0,10.0,38,53440
1,722,1,1,0,5,4,1,16.17,19,6044
3,636,4,4,2,0,0,1,2.75,27,3862
0,1216,2,0,0,5,0,1,5.42,43,3090
5,1456,4,5,0,4,1,1,15.25,26,7141
3,204,2,5,0,1,0,1,10.0,10,16450
4,1359,0,4,0,5,4,1,10.83,32,5902
3,72,3,2,0,5,4,1,5.83,48,4390
3,568,4,4,0,5,0,1,9.17,6,7954
1,879,5,2,0,2,4,0,24.17,11,49725
0,1144,4,2,0,5,0,1,4.17,1,10631
5,1522,3,0,0,2,0,1,6.33,39,5441
3,158,1,4,0,2,2,1,8.25,29,3873
1,846,4,5,0,4,5,1,14.75,22,5102
3,127,2,2,0,1,1,1,10.42,14,6998
5,1479,1,5,0,0,2,1,16.17,18,8803
1,721,2,1,2,4,1,1,2.83,14,7425
0,1211,2,2,0,4,1,1,13.5,18,1998
5,1507,2,4,0,5,5,1,12.58,7,9945
5,1515,3,5,0,4,5,0,14.58,22,60555
1,862,0,5,0,4,1,1,11.92,37,6444
5,1544,2,5,0,4,1,0,15.17,35,53624
1,796,5,1,0,0,2,1,10.17,45,4149
5,1488,1,2,0,4,4,1,16.17,48,5660
1,846,4,5,2,5,2,1,2.5,35,3016
5,1437,3,4,0,4,5,1,24.5,32,6593
4,1400,4,5,0,4,5,1,10.75,25,5339
5,1467,0,4,0,2,4,1,8.33,26,8112
3,539,4,0,0,5,2,1,7.33,44,2994
5,1532,5,2,0,4,3,0,16.08,6,70221
5,1492,1,5,2,5,2,0,2.83,43,27792
2,1048,2,2,0,1,4,1,12.33,17,5424
2,1062,4,1,0,0,0,1,9.25,38,6109
4,1375,1,1,0,5,2,1,17.33,19,4048
0,1226,2,0,0,5,0,1,11.17,41,3090
3,94,2,5,2,3,5,1,2.17,11,5955
5,1532,5,2,0,4,4,0,16.0,45,57565
2,930,0,1,0,2,5,1,9.25,41,6389
5,1560,5,2,0,5,1,0,25.75,33,72125
1,842,4,0,0,0,2,0,22.33,14,48079
1,859,2,2,0,2,0,1,22.5,16,4545
3,66,0,5,2,3,2,1,2.92,40,4500
1,788,5,5,0,2,2,0,22.25,22,41101
5,1505,5,5,2,5,0,1,1.83,16,2074
5,1461,0,2,0,4,3,0,14.83,17,56588
5,1557,2,0,0,2,0,0,4.92,11,54777
1,840,4,1,0,5,5,1,15.17,24,5523
1,747,0,4,0,5,4,1,11.92,43,6163
5,1515,3,5,0,4,0,1,14.25,34,6461
5,1441,2,1,1,2,1,0,12.42,16,92633
5,1560,5,2,0,2,1,0,21.83,7,72125
2,1077,4,0,0,5,0,1,8.67,36,3926
1,862,0,5,0,4,5,0,13.17,33,54684
1,716,1,4,0,2,4,1,9.25,42,4363
3,158,1,4,0,2,5,1,6.67,15,8875
5,1435,5,4,0,2,2,1,5.25,5,17064
1,816,1,0,1,5,2,1,5.5,15,13128
1,810,5,2,0,2,3,1,23.58,15,10747
1,862,0,5,0,5,1,1,26.58,17,6339
5,1494,5,4,0,0,0,1,4.58,38,9776
1,806,5,4,0,2,3,1,7.75,40,5977
5,1442,4,4,0,5,5,1,9.83,24,11299
5,1463,0,1,0,0,3,1,28.58,3,14150
1,765,3,4,0,4,1,1,23.58,41,5875
1,747,0,4,0,5,5,1,10.83,30,6578
1,833,4,0,0,5,2,1,7.92,45,4960
1,743,0,0,2,0,2,1,2.58,17,4911
5,1540,5,0,2,2,2,1,2.25,45,2339
5,1522,3,0,0,2,1,1,7.0,22,7127
5,1453,5,1,0,5,2,1,14.17,2,14028
5,1515,3,5,0,4,0,1,15.25,11,11319
0,1204,0,3,0,1,4,1,6.75,22,3393
1,766,2,2,0,4,4,0,14.83,6,43376
3,232,0,1,0,2,2,1,9.0,24,4570
3,244,4,1,0,2,5,1,9.75,46,3381
5,1481,1,0,0,4,3,1,20.58,5,12990
1,747,0,4,0,5,4,1,11.92,31,7529
2,1003,5,4,0,5,4,1,11.83,30,5817
1,754,0,1,0,5,5,1,16.33,28,3699
3,475,0,2,0,5,5,1,4.08,33,3153
1,760,1,5,0,0,4,1,18.17,16,6989
3,27,2,3,2,1,5,1,2.17,42,2410
3,310,5,4,0,0,1,1,4.0,35,3440
3,251,5,1,0,4,4,1,5.83,17,6224
5,1458,4,2,0,0,3,1,18.67,4,11318
0,1211,2,2,0,1,5,1,12.25,29,2409
5,1515,3,5,0,2,1,0,19.75,11,51707
3,324,5,4,2,4,0,1,1.83,15,5103
1,846,4,5,0,5,0,1,23.58,12,14889
5,1520,3,5,0,4,2,0,11.0,27,47395
1,810,5,2,0,4,0,1,14.92,22,6082
3,404,1,0,0,5,3,1,8.67,33,1105
5,1541,2,4,0,2,0,0,7.58,24,49177
5,1442,2,0,0,5,5,1,7.92,18,10575
2,1008,5,5,0,4,2,1,11.33,39,6068
1,757,4,2,0,0,2,1,18.83,12,14154
2,1016,5,2,0,1,4,1,14.0,32,6252
5,1547,5,0,0,2,3,0,7.5,42,45805
1,705,4,4,0,5,5,1,11.75,30,6717
5,1508,3,1,0,2,5,1,12.08,49,5060
3,158,1,4,0,2,2,1,8.25,16,4928
5,1475,0,2,2,5,2,0,2.67,16,32923
5,1520,3,5,0,2,0,0,21.67,36,41974
1,909,1,4,0,5,0,1,13.75,22,5726
1,788,5,5,0,0,2,1,19.0,24,3819
3,680,5,0,2,2,2,1,2.17,33,2738
5,1546,2,2,0,1,3,0,14.08,47,53937
4,1386,2,4,0,5,4,1,11.25,7,5954
5,1444,4,5,0,4,5,1,14.75,15,8555
3,55,2,1,0,0,4,1,5.58,30,5027
4,1397,2,2,2,5,1,1,2.83,19,3251
5,1465,0,1,0,0,5,0,7.0,13,61404
2,995,1,1,0,0,0,1,9.17,33,4612
5,1531,5,0,0,4,1,0,18.17,32,61933
5,1516,2,5,2,5,3,0,2.33,8,24056
5,1529,3,1,0,2,5,1,8.83,44,7890
5,1518,3,4,0,4,1,1,24.33,34,6287
1,760,1,5,0,5,4,1,26.0,16,6989
5,1535,5,1,0,0,3,1,5.08,15,9879
1,879,5,2,0,4,1,1,13.92,35,4732
5,1537,5,2,0,4,3,0,13.92,5,68317
0,1191,2,0,1,5,0,1,8.0,42,3090
1,765,3,4,0,5,5,1,9.92,6,7774
0,1210,2,4,0,5,0,1,12.08,47,3090
0,1226,2,0,0,5,3,1,8.75,47,2050
1,765,3,4,0,5,5,1,10.25,12,7774
5,1554,2,2,0,1,0,0,12.0,41,62617
1,872,5,5,0,4,0,1,11.42,38,6082
5,1503,0,2,0,5,2,1,4.58,29,8550
5,1479,1,5,0,0,2,1,17.58,23,5206
1,833,4,0,1,4,3,1,21.5,10,12256
5,1537,5,2,0,4,4,1,13.83,6,16443
5,1550,5,4,0,5,4,1,12.0,2,19961
3,361,1,2,0,3,2,1,8.0,21,3625
1,820,2,4,0,1,1,0,22.33,11,45257
5,1487,2,1,0,5,5,0,15.42,3,61721
1,771,3,1,0,2,5,0,13.5,39,45883
5,1446,2,0,0,2,0,1,28.17,6,16140
5,1481,1,0,0,2,0,0,6.75,18,44144
2,1085,2,2,0,3,5,1,9.33,36,3330
5,1483,1,1,0,4,4,1,26.67,28,7081
5,1486,1,1,0,5,5,1,15.92,7,11069
5,1471,0,4,0,2,4,0,6.58,20,78400
1,724,5,0,0,4,1,0,17.33,42,49613
0,1187,2,2,0,3,0,1,7.5,44,4019
5,1441,2,1,1,2,1,1,36.42,1,23221
3,204,2,5,0,1,3,1,9.08,22,4141
5,1467,0,4,0,5,1,0,10.5,38,60396
5,1515,3,5,0,0,5,1,16.0,3,12747
5,1492,1,5,0,2,5,0,19.42,47,49553
3,375,3,5,0,4,0,1,9.33,47,1755
3,129,5,2,2,2,0,1,1.75,6,5103
5,1522,3,0,0,2,1,1,7.0,24,6602
3,367,1,4,0,2,3,1,9.17,47,1105
3,379,0,2,0,5,5,1,5.83,47,3012
5,1477,1,4,0,4,4,1,23.92,9,14014
4,1298,5,0,0,2,4,1,27.92,2,7728
5,1501,0,4,0,2,4,0,10.42,26,51817
5,1481,1,0,0,1,3,1,19.33,17,5483
2,924,4,0,0,1,5,1,13.92,17,6883
1,815,5,4,0,4,3,1,24.92,47,3098
1,714,4,0,1,2,3,1,29.83,13,12474
5,1520,3,5,0,2,1,1,22.33,7,8641
5,1471,0,4,0,2,4,1,6.58,6,11383
1,890,0,2,0,5,3,1,26.08,28,7437
5,1458,4,2,0,2,0,1,25.67,29,6195
5,1554,2,2,0,2,4,0,24.08,8,73369
1,763,3,2,0,5,1,0,7.33,5,51595
0,1239,4,2,0,3,5,1,8.33,32,3379
1,862,0,5,0,4,5,1,13.17,27,6578
1,874,2,4,0,0,0,1,27.33,25,5148
1,723,2,2,0,5,5,1,3.75,16,2476
1,799,5,2,0,5,2,0,6.17,45,38394
1,841,2,2,0,5,5,0,27.17,42,59033
5,1559,2,4,0,5,3,0,10.58,17,51697
5,1560,5,2,2,5,2,1,2.17,22,2599
5,1553,2,5,0,4,1,0,11.17,28,57992
1,771,3,1,0,5,0,0,13.58,23,56590
1,909,1,4,0,4,0,1,26.25,27,3038
5,1542,5,5,0,4,1,0,12.0,39,61933
1,705,4,4,0,5,5,0,11.17,45,50271
5,1511,0,2,0,4,1,1,13.83,10,9420
5,1554,2,2,0,2,4,0,24.08,27,73369
5,1492,1,5,0,2,5,1,19.42,32,4637
5,1453,5,1,0,2,2,1,10.75,3,19803
3,357,2,1,0,2,1,1,9.58,49,2916
5,1483,1,1,0,2,0,1,10.75,17,4755
5,1559,2,4,2,0,5,1,2.25,29,2700
3,434,1,2,0,3,2,1,6.58,40,2051
5,1532,5,2,0,4,4,0,16.0,5,79629
5,1548,5,4,2,0,2,1,2.17,44,2339
1,846,4,5,0,4,3,1,15.42,38,4724
5,1511,0,2,0,4,4,1,14.67,46,6271
5,1459,4,0,0,5,5,1,8.5,42,6067
0,1220,2,1,0,5,1,1,14.83,21,2974
5,1508,3,1,0,5,0,0,15.83,24,63277
5,1488,1,2,0,4,4,0,16.42,8,55377
3,152,2,4,0,2,4,1,5.5,11,8885
2,1003,5,4,0,5,0,1,11.5,38,6319
1,871,2,4,2,0,5,0,2.17,38,22152
0,1147,5,5,0,4,3,1,11.42,32,2105
5,1546,2,2,0,1,0,0,14.08,34,57017
5,1536,2,0,0,0,3,0,20.75,3,68721
1,895,4,1,1,4,3,1,26.75,24,6475
3,656,0,4,2,4,3,1,1.33,26,2343
1,705,4,4,0,5,5,1,11.75,32,5523
1,846,4,5,0,2,1,1,22.5,23,5704
5,1545,5,1,0,5,0,0,16.67,42,54608
5,1528,0,1,0,0,2,1,7.75,31,3811
5,1469,0,5,0,4,5,1,14.0,32,6568
4,1419,2,0,0,4,0,1,20.25,12,7530
1,810,5,2,0,0,4,1,20.5,41,4556
1,798,2,0,0,5,3,1,7.08,43,4209
5,1488,1,2,0,4,0,1,17.67,4,15531
1,707,2,4,0,0,5,0,5.42,42,44025
5,1522,3,0,0,5,0,0,8.0,24,38099
1,828,3,5,0,4,0,0,12.92,40,38043
5,1505,5,5,0,4,2,1,13.67,37,6122
1,857,2,1,2,4,0,1,2.75,30,4007
5,1477,1,4,0,2,2,1,8.33,11,11448
1,857,2,1,0,4,5,0,26.42,45,53164
2,1115,0,2,0,4,4,1,13.83,41,6749
5,1522,3,0,0,5,4,0,9.83,29,79461
1,747,0,4,2,0,2,0,2.58,41,32923
5,1524,3,0,0,4,1,0,20.5,20,51707
2,995,1,1,0,2,0,1,14.67,36,4612
3,475,0,2,0,5,5,1,4.08,31,3153
5,1533,2,4,0,5,0,1,11.42,3,13883
2,1108,4,0,0,3,2,1,12.33,38,6324
1,765,3,4,1,3,0,1,12.83,3,17473
1,873,2,2,0,2,0,1,24.5,32,4230
5,1537,5,2,0,4,0,0,12.92,42,69168
5,1508,3,1,0,5,0,0,16.5,32,56702
5,1473,0,2,0,4,4,0,12.92,26,60508
1,817,5,1,0,0,4,1,4.25,19,4213
3,277,5,1,0,4,0,1,4.0,32,3956
3,492,0,0,0,2,2,1,6.83,19,3372
4,1386,2,4,0,5,4,1,11.25,44,6129
1,705,4,4,0,5,3,0,10.17,13,52063
1,766,2,2,0,5,5,1,6.67,31,4146
5,1558,5,4,0,2,1,0,5.92,22,61933
0,1144,4,2,1,0,2,1,18.33,37,3014
3,158,1,4,0,2,4,1,9.33,10,8239
5,1496,0,4,0,5,3,0,12.42,13,37985
3,388,0,2,0,5,2,1,6.25,47,3245
1,747,0,4,0,0,4,1,25.75,37,8107
1,833,4,0,0,2,0,0,6.17,21,37233
1,825,5,0,0,4,0,0,16.92,23,54608
2,922,4,4,0,2,0,1,7.83,42,13044
1,797,5,1,0,4,4,1,25.0,25,5685
5,1518,3,4,0,2,4,0,8.33,41,48851
3,414,4,5,0,1,1,1,6.58,13,6489
5,1551,2,1,0,4,1,0,6.08,14,73448
1,842,4,5,0,2,2,0,23.08,34,48079
5,1510,5,4,0,5,2,1,13.33,21,6122
5,1510,5,4,0,5,3,1,11.83,46,3334
2,1055,3,0,2,2,1,1,1.17,22,1543
3,629,1,2,0,5,3,1,5.0,22,4202
3,607,0,5,0,4,2,1,9.42,12,10848
5,1515,3,5,0,2,4,0,23.0,19,60074
3,492,0,0,2,0,3,1,1.17,9,4548
1,872,5,5,0,0,1,1,15.17,31,4417
1,871,2,4,2,0,5,0,2.17,17,22152
3,52,2,4,0,0,1,1,7.58,31,3996
5,1524,3,0,0,5,5,1,7.83,14,10069
1,784,0,2,2,5,5,0,1.92,32,20760
1,873,2,2,2,2,5,0,2.0,4,22152
3,380,4,0,0,5,0,1,6.83,28,4784
1,800,5,4,0,5,2,1,14.42,20,6169
1,765,3,4,0,4,1,1,23.58,33,5875
5,1487,2,1,0,0,5,0,7.33,8,72070
1,890,0,2,0,3,5,1,5.17,29,6586
2,1092,5,2,0,5,3,1,6.17,12,4262
5,1439,2,0,0,2,5,1,5.0,41,4968
5,1550,5,4,0,2,0,0,8.25,9,69168
1,763,3,2,2,2,2,0,2.25,40,24122
5,1536,2,0,0,2,4,0,28.42,39,65529
5,1481,1,0,0,4,4,1,20.08,10,16833
0,1209,0,4,0,2,4,1,8.17,10,23158
1,840,4,1,0,5,5,1,40.42,27,6786
5,1442,2,0,0,5,5,0,7.92,33,40945
3,697,3,4,0,0,2,1,5.42,21,4431
1,839,2,5,0,2,1,1,20.83,49,4524
3,539,4,0,0,5,0,1,7.42,35,7649
4,1376,4,0,0,0,5,1,23.5,7,13735
1,816,1,0,0,0,0,0,23.42,8,52139
4,1405,2,2,0,4,0,1,16.67,38,6427
5,1544,2,5,0,1,0,0,11.17,35,50409
2,1008,5,5,2,3,0,1,1.83,48,2124
3,409,1,4,0,0,3,1,5.25,21,4585
5,1444,4,5,0,2,5,1,21.33,48,6067
5,1485,3,4,0,4,0,0,24.5,3,58942
5,1559,2,4,0,5,3,0,10.58,34,51697
5,1481,1,0,0,2,0,0,6.75,16,44144
1,743,0,0,0,5,3,0,10.25,22,56476
5,1556,5,5,0,2,1,1,19.42,11,11129
0,1159,1,2,0,4,2,1,17.83,25,2477
5,1445,4,1,0,5,5,0,15.67,15,50271
5,1518,3,4,0,5,2,0,14.5,37,51875
0,1225,2,0,0,5,0,1,10.92,48,4469
1,845,4,0,0,4,5,0,17.58,12,50271
5,1481,1,0,1,5,3,1,8.42,42,6032
1,874,2,4,0,0,4,0,25.5,5,31528
1,888,0,2,0,5,5,1,26.75,27,6191
1,712,3,0,0,0,1,0,20.67,45,51595
5,1549,2,4,0,1,3,1,23.0,16,4934
5,1517,5,1,1,2,1,0,10.0,42,68743
5,1501,0,4,0,1,3,1,22.33,46,5322
1,810,5,2,0,4,1,1,14.92,36,4417
1,858,0,1,0,5,5,0,15.42,15,54684
4,1283,2,1,0,4,5,1,4.25,3,13200
5,1462,2,5,0,5,3,1,24.25,45,5761
3,239,0,1,0,2,2,1,9.0,22,3788
3,468,0,1,0,4,5,1,4.92,28,4190
0,1231,2,5,1,4,1,1,11.58,42,1998
1,834,0,4,0,5,3,1,35.75,18,6920
2,960,2,0,0,5,0,1,8.17,32,6919
1,756,3,1,0,2,2,0,12.0,11,47586
5,1495,5,1,1,2,1,1,10.33,43,8130
5,1510,5,4,0,5,3,1,11.83,37,3334
5,1467,0,4,0,5,5,0,14.08,11,67004
1,798,2,0,0,2,0,1,27.42,49,4230
0,1135,3,2,0,4,1,1,12.75,16,1776
5,1449,4,2,0,5,1,1,25.5,18,6744
3,85,2,1,0,0,5,1,5.08,30,2410
5,1501,0,4,0,0,3,1,26.75,35,5322
5,1459,4,0,0,5,1,1,7.42,28,5910
5,1545,5,1,0,4,0,0,5.83,29,54608
1,776,1,1,0,5,2,0,17.42,30,45185
3,281,5,2,0,5,4,1,5.5,10,11456
1,712,3,0,0,0,5,0,20.83,45,45883
5,1518,3,4,0,5,2,0,12.17,5,57990
5,1449,4,2,0,5,1,1,25.5,12,11675
5,1560,5,2,0,4,1,1,15.42,37,3998
5,1439,2,0,1,4,1,1,19.5,26,7490
1,844,2,0,0,5,1,0,9.17,40,47657
1,849,4,2,0,1,1,0,14.08,39,55087
5,1486,1,1,0,4,4,1,26.67,39,5937
5,1471,0,4,0,2,5,0,7.58,27,62524
5,1464,2,2,2,5,0,0,2.83,39,32859
1,878,2,1,0,4,1,1,27.92,35,4566
3,553,5,0,0,5,0,1,6.0,42,5009
5,1559,2,4,0,5,3,1,10.58,48,5772
2,1087,2,0,2,0,5,1,2.08,25,2410
3,618,4,1,0,0,2,1,8.25,4,12348
1,757,4,2,0,0,2,1,18.83,6,13734
3,302,4,2,2,5,5,1,3.0,40,4499
0,1192,4,4,0,2,2,1,10.25,26,3014
5,1526,0,2,2,5,3,1,1.0,27,1714
5,1515,3,5,0,4,0,1,14.25,38,6776
5,1486,1,1,0,2,4,1,11.17,24,6147
0,1177,3,1,0,0,4,1,6.0,19,8434
5,1449,4,2,0,4,5,1,16.83,40,6067
5,1501,0,4,0,2,2,0,7.42,19,54841
5,1545,5,1,0,0,3,1,6.58,37,3971
3,404,1,0,0,5,2,1,8.67,9,7877
1,838,0,3,0,2,5,1,15.17,22,5850
5,1505,5,5,0,4,2,1,13.67,23,6122
5,1485,3,4,0,2,4,0,9.5,49,53499
5,1481,1,0,0,5,4,1,10.25,43,8816
5,1535,5,1,0,2,3,1,12.42,43,4784
1,825,5,0,2,2,2,1,2.25,21,2464
5,1514,0,0,1,2,1,1,31.17,23,12336
5,1493,2,0,0,4,5,1,19.5,29,5355
5,1535,5,1,0,5,0,0,12.92,24,69168
1,820,2,4,0,0,4,1,27.17,28,4933
5,1549,2,4,0,2,1,0,11.08,8,60232
5,1540,5,0,2,2,2,0,2.25,26,34460
5,1490,1,4,1,5,0,1,10.17,18,6432
1,705,4,4,0,5,3,1,13.17,30,6339
2,1067,4,2,0,3,2,1,8.42,46,6324
5,1550,5,4,0,5,1,1,14.0,45,4249
3,458,2,4,2,4,5,1,2.33,32,2410
1,771,3,1,0,0,4,1,29.67,25,6312
3,114,3,0,0,5,4,1,8.25,12,6663
1,858,0,1,0,2,4,0,13.0,36,60508
1,758,2,2,0,5,5,0,24.75,25,31462
5,1445,4,1,0,0,5,1,6.83,22,6067
4,1371,1,5,0,5,2,1,24.0,8,7352
1,915,0,2,1,2,5,1,26.5,3,11545
0,1220,2,1,1,0,0,1,6.75,49,6008
5,1454,4,4,0,2,1,0,9.5,11,55502
1,705,4,4,0,2,1,1,8.58,7,13524
1,889,3,5,0,0,2,1,16.25,22,6128
3,373,5,2,0,3,4,1,6.08,31,3980
5,1485,3,4,0,2,5,0,7.33,30,58315
1,819,4,4,0,2,2,1,8.58,27,5810
3,296,5,4,0,0,1,1,4.33,24,4327
5,1500,5,1,2,4,0,1,1.83,33,2074
2,1119,0,5,0,0,5,1,13.83,13,5177
0,1188,4,1,1,5,3,1,12.42,13,6487
3,550,3,0,0,2,4,1,6.0,12,5293
0,1135,3,2,0,4,4,1,13.25,7,5291
5,1492,1,5,0,5,5,1,24.5,43,7301
5,1520,3,5,0,2,2,1,19.33,42,5892
1,863,5,4,0,5,3,0,13.0,2,50810
0,1221,2,2,2,2,0,1,2.67,41,4499
5,1496,0,4,0,2,1,1,11.42,20,4672
1,761,1,2,0,2,5,1,27.0,12,10643
2,1006,5,5,0,1,4,1,10.75,40,5817
5,1492,1,5,0,2,5,0,22.0,47,57393
2,1018,5,5,2,3,2,1,2.17,21,2339
3,431,0,4,0,0,5,1,4.17,6,13400
5,1557,2,0,0,2,4,0,7.08,9,65529
1,810,5,2,0,4,4,1,14.08,39,5685
0,1218,2,0,1,5,0,1,11.5,41,6008
1,714,4,0,1,4,0,1,19.42,6,12792
5,1467,0,4,0,5,1,0,10.5,18,60396
1,766,2,2,0,1,1,1,14.75,26,3306
5,1454,4,4,0,1,0,1,21.42,36,6195
5,1486,1,1,0,5,5,1,16.92,17,9362
3,173,2,1,0,4,1,1,4.92,36,5288
1,715,2,4,0,2,5,0,8.42,44,50969
5,1449,4,2,0,4,1,0,15.17,37,68415
5,1470,2,4,0,5,5,0,13.75,16,53164
0,1167,5,5,0,4,1,1,12.33,38,1890
0,1236,5,0,0,2,3,1,4.67,7,4259
4,1321,4,4,0,2,5,1,8.67,14,7958
2,1037,5,0,2,0,2,1,2.25,44,2339
1,778,0,0,0,0,2,1,25.83,6,13820
5,1529,3,1,0,4,5,1,24.58,41,3571
1,818,5,1,2,4,4,1,2.67,20,3707
5,1485,3,4,0,4,1,0,23.58,10,51707
5,1457,5,0,0,5,2,1,8.75,35,7576
3,658,2,0,0,2,4,1,5.83,27,6443
5,1518,3,4,0,5,2,1,14.5,21,5656
1,816,1,0,0,4,2,0,19.33,15,45185
0,1176,2,2,2,5,5,1,2.25,30,2410
2,1064,3,4,0,5,2,1,13.0,15,6132
5,1499,0,2,0,2,4,0,20.92,28,51817
5,1477,1,4,0,1,3,0,22.08,10,41064
1,788,5,5,0,0,0,1,18.08,30,3623
5,1459,4,0,0,5,1,1,28.92,6,13728
5,1559,2,4,0,0,3,0,25.92,3,55281
5,1534,5,1,0,2,1,1,9.83,6,11307
5,1445,4,1,0,5,0,0,16.17,34,60978
5,1465,0,1,2,4,2,0,2.67,26,32923
1,723,2,2,0,2,0,0,24.67,10,42457
5,1477,1,4,0,5,2,0,10.92,46,60160
0,1208,2,1,0,2,1,1,9.42,29,1998
5,1490,1,4,0,5,5,0,9.5,17,80566
5,1459,4,0,0,5,0,0,8.0,11,61874
0,1197,5,1,0,4,0,1,3.92,39,2074
1,778,0,0,0,5,1,0,10.33,34,44682
4,1322,4,2,0,2,2,1,24.67,20,5120
1,816,1,2,0,5,4,0,7.58,19,54481
5,1454,4,4,0,4,0,0,24.33,26,52287
1,705,4,4,0,5,5,0,10.83,14,50271
